Rate your Algorithms skill out of 100,Rate your Programming Concepts out of 100,Rate your Computer Networks out of 100,Rate your Electronics Subjects out of 100,Rate your Mathematics out of 100,Rate your Communication skills out of 100,Hours working per day,No. of Participted hackathons, Rating coding skills out of 10,self-learning capability?,certifications,workshops,Interested subjects,Job/Higher Studies?,Type of company want to settle in?,interested in games,Management or Technical,worked in teams ever?,Career
63,86,72,62,75,91,5,2,6,yes,hadoop,database security,cloud computing,job,Product based,yes,Technical,no,Database Developer
87,79,64,88,70,71,9,6,2,no,machine learning,hacking,programming,higherstudies,Product based,no,Management,no,Information Security Analyst
69,74,94,69,76,94,5,6,7,no,machine learning,system designing,IOT,job,Web Services,yes,Technical,no,Solutions Architect
70,86,75,64,75,72,6,1,6,no,machine learning,database security,Computer Architecture,job,Service Based,yes,Technical,no,Software Engineer
91,72,78,72,70,87,4,5,8,no,information security,cloud computing,Management,job,Cloud Services,no,Technical,no,Software Engineer
77,69,89,94,77,81,10,0,1,yes,machine learning,hacking,cloud computing,higherstudies,BPA,no,Management,no,Software Engineer
75,89,94,72,67,85,9,3,4,no,r programming,game development,hacking,job,BPA,yes,Technical,yes,E-Commerce Analyst
93,92,79,79,61,67,5,3,3,yes,shell programming,hacking,programming,higherstudies,BPA,no,Management,yes,E-Commerce Analyst
81,80,65,82,68,87,8,4,4,yes,python,data science,Software Engineering,higherstudies,SAaS services,yes,Technical,no,Design & UX
88,67,82,63,65,81,8,4,4,yes,information security,game development,networks,higherstudies,Service Based,yes,Technical,no,Software Engineer
65,81,82,62,86,78,8,0,8,yes,distro making,web technologies,hacking,job,Product based,yes,Technical,yes,Systems Analyst
82,67,84,94,86,65,4,6,6,no,full stack,testing,programming,job,Web Services,yes,Management,yes,Software Engineer
75,78,94,66,88,93,4,3,9,yes,hadoop,database security,networks,job,Service Based,yes,Management,no,Network Security Engineer
92,89,86,90,65,94,9,2,3,yes,app development,web technologies,parallel computing,higherstudies,Service Based,yes,Technical,no,Solutions Architect
81,74,61,86,85,76,5,4,4,yes,r programming,database security,data engineering,higherstudies,BPA,yes,Technical,yes,Network Security Engineer
61,87,74,69,84,74,5,2,9,no,python,web technologies,IOT,job,Finance,no,Technical,yes,E-Commerce Analyst
66,67,64,67,67,66,5,4,8,yes,r programming,database security,data engineering,job,Web Services,no,Management,yes,Network Security Engineer
86,79,75,79,61,83,6,3,2,no,machine learning,web technologies,Computer Architecture,job,Testing and Maintainance Services,no,Technical,yes,Solutions Architect
78,68,78,65,77,67,12,4,8,yes,distro making,database security,parallel computing,higherstudies,Product based,yes,Management,no,Information Security Analyst
80,66,85,93,66,81,9,5,9,yes,shell programming,game development,data engineering,job,SAaS services,no,Technical,no,Solutions Architect
94,87,65,91,82,81,4,2,1,no,hadoop,data science,Management,higherstudies,product development,no,Technical,no,Solutions Architect
81,81,68,81,92,71,4,5,8,yes,full stack,testing,Management,job,product development,no,Technical,yes,Database Administrator
67,79,68,78,73,62,4,1,8,no,r programming,hacking,cloud computing,job,Finance,no,Technical,no,Solutions Architect
88,69,66,64,71,93,11,3,1,no,distro making,web technologies,IOT,higherstudies,Service Based,yes,Management,no,Software Engineer
91,72,88,94,94,80,11,2,3,no,r programming,cloud computing,Computer Architecture,job,BPA,yes,Management,yes,E-Commerce Analyst
77,82,72,62,91,71,4,3,7,no,app development,hacking,Software Engineering,job,Service Based,no,Technical,no,Database Developer
83,75,90,72,63,69,6,4,1,no,distro making,cloud computing,Management,job,Service Based,no,Management,yes,Network Security Engineer
67,73,89,81,71,72,10,5,3,yes,shell programming,hacking,networks,higherstudies,Service Based,yes,Management,yes,Database Developer
91,70,92,87,92,69,6,2,1,yes,full stack,database security,IOT,job,Web Services,no,Technical,no,E-Commerce Analyst
60,88,69,82,90,89,7,0,2,yes,full stack,database security,networks,higherstudies,Testing and Maintainance Services,yes,Technical,no,Database Developer
85,78,82,91,65,66,5,6,9,yes,app development,testing,IOT,job,product development,yes,Management,no,Software Engineer
77,74,73,87,90,90,11,0,9,no,shell programming,cloud computing,Management,higherstudies,Testing and Maintainance Services,no,Technical,no,Database Developer
86,88,87,86,62,82,8,3,3,yes,app development,hacking,cloud computing,job,SAaS services,no,Management,no,Software Engineer
61,90,65,74,76,80,11,5,2,yes,r programming,cloud computing,Management,job,Testing and Maintainance Services,no,Technical,yes,Systems Analyst
83,65,85,75,66,94,4,5,6,yes,distro making,database security,Software Engineering,job,Testing and Maintainance Services,no,Management,yes,Network Security Engineer
68,94,70,73,63,64,7,6,2,no,hadoop,database security,Computer Architecture,job,Testing and Maintainance Services,no,Technical,yes,Solutions Architect
91,80,62,61,84,81,12,3,7,no,full stack,game development,cloud computing,job,Web Services,no,Technical,no,Design & UX
62,73,92,77,65,67,9,3,6,yes,app development,cloud computing,IOT,job,Finance,yes,Technical,yes,Information Security Analyst
63,70,91,62,77,80,4,2,1,yes,hadoop,cloud computing,Software Engineering,higherstudies,Testing and Maintainance Services,yes,Management,yes,Network Security Engineer
93,92,60,85,64,73,5,6,2,no,machine learning,game development,Management,higherstudies,product development,no,Technical,no,E-Commerce Analyst
89,86,81,78,70,85,5,6,8,no,full stack,hacking,networks,job,Testing and Maintainance Services,yes,Technical,no,Database Developer
79,87,83,76,93,62,11,0,3,no,information security,cloud computing,data engineering,job,Cloud Services,yes,Technical,no,Software Engineer
91,91,72,92,89,92,5,0,8,no,app development,data science,cloud computing,higherstudies,Product based,no,Management,yes,Network Security Engineer
88,89,90,77,92,66,6,3,4,no,information security,hacking,hacking,job,Web Services,yes,Technical,yes,Software Engineer
87,77,67,69,91,72,7,1,3,no,r programming,game development,Software Engineering,higherstudies,Product based,no,Management,yes,Solutions Architect
68,63,62,66,78,73,12,5,6,yes,app development,testing,Software Engineering,job,BPA,no,Management,no,Database Developer
72,62,88,88,83,73,6,4,4,yes,shell programming,system designing,hacking,job,BPA,yes,Technical,yes,Software Engineer
94,63,72,64,85,65,10,6,3,yes,full stack,database security,networks,job,Finance,yes,Technical,no,Systems Analyst
87,90,83,68,90,81,10,5,4,no,distro making,system designing,programming,job,Testing and Maintainance Services,yes,Management,yes,Software Engineer
86,89,63,61,93,77,10,3,6,no,hadoop,hacking,Computer Architecture,higherstudies,Web Services,no,Technical,yes,Solutions Architect
74,81,87,88,60,71,11,5,6,no,r programming,testing,data engineering,higherstudies,Finance,yes,Management,no,Design & UX
90,84,87,75,88,65,5,1,2,yes,information security,database security,data engineering,job,product development,yes,Management,no,Network Security Engineer
87,65,67,70,63,79,5,6,1,yes,app development,cloud computing,programming,higherstudies,product development,no,Technical,yes,Database Developer
93,72,88,84,74,94,4,1,8,yes,python,system designing,parallel computing,higherstudies,Sales and Marketing,no,Management,yes,Software Engineer
64,78,71,90,89,72,10,2,5,no,app development,game development,parallel computing,job,SAaS services,yes,Technical,yes,Solutions Architect
87,69,90,84,89,60,9,5,7,yes,machine learning,game development,IOT,higherstudies,Web Services,yes,Management,no,Software Engineer
67,68,73,83,87,78,7,1,1,yes,shell programming,hacking,Management,higherstudies,Sales and Marketing,yes,Technical,yes,Solutions Architect
63,66,60,63,60,88,9,5,9,no,machine learning,web technologies,IOT,job,Sales and Marketing,yes,Technical,yes,Database Developer
78,64,85,76,71,79,12,4,5,no,shell programming,game development,data engineering,higherstudies,Service Based,no,Technical,yes,Database Developer
80,68,61,79,90,86,7,3,4,yes,python,database security,hacking,higherstudies,Sales and Marketing,yes,Management,no,Design & UX
62,88,91,91,68,65,5,2,9,no,app development,game development,programming,higherstudies,product development,no,Management,no,Software Engineer
61,63,91,74,84,88,12,4,7,no,python,web technologies,cloud computing,higherstudies,product development,no,Technical,no,Solutions Architect
92,60,71,74,83,62,12,4,9,no,information security,hacking,Computer Architecture,higherstudies,Testing and Maintainance Services,no,Management,yes,Software Engineer
71,69,86,81,61,84,6,3,4,yes,r programming,database security,parallel computing,higherstudies,Testing and Maintainance Services,yes,Management,yes,E-Commerce Analyst
61,84,75,66,63,80,7,0,1,yes,r programming,cloud computing,hacking,higherstudies,product development,no,Technical,no,Database Administrator
64,89,75,94,68,81,6,5,1,no,machine learning,web technologies,parallel computing,job,BPA,no,Management,no,Solutions Architect
89,81,68,79,94,64,11,0,1,no,machine learning,database security,Software Engineering,higherstudies,Web Services,yes,Management,no,Information Security Analyst
87,81,92,85,64,84,10,1,1,no,shell programming,web technologies,Computer Architecture,job,product development,yes,Technical,yes,Design & UX
90,73,72,83,65,78,7,3,9,no,python,game development,cloud computing,higherstudies,Product based,no,Management,no,Network Security Engineer
83,81,84,65,72,79,12,1,3,no,python,data science,data engineering,job,Finance,yes,Management,yes,Software Engineer
76,77,75,85,75,60,9,6,2,yes,r programming,web technologies,Management,higherstudies,Web Services,no,Management,no,Database Developer
92,94,80,63,91,82,4,3,6,no,hadoop,data science,parallel computing,higherstudies,Web Services,yes,Management,yes,Database Developer
77,86,93,61,93,89,5,2,4,yes,shell programming,testing,networks,job,Testing and Maintainance Services,yes,Management,no,Database Developer
75,66,92,90,68,67,8,2,7,yes,hadoop,testing,Computer Architecture,higherstudies,Web Services,yes,Management,yes,Systems Analyst
90,73,88,88,87,60,10,6,1,no,python,system designing,parallel computing,higherstudies,Testing and Maintainance Services,yes,Management,no,Software Engineer
75,83,60,91,79,76,9,5,5,yes,hadoop,database security,hacking,higherstudies,Web Services,no,Management,yes,Systems Analyst
90,84,91,62,64,62,10,3,7,yes,python,data science,networks,higherstudies,Testing and Maintainance Services,yes,Technical,no,Solutions Architect
78,92,77,84,61,81,6,1,3,no,shell programming,game development,parallel computing,higherstudies,Product based,yes,Technical,yes,Systems Analyst
68,68,66,69,68,82,7,2,5,yes,app development,testing,programming,higherstudies,Sales and Marketing,yes,Management,yes,Software Engineer
73,84,78,82,66,61,7,5,6,yes,r programming,web technologies,networks,higherstudies,Sales and Marketing,no,Technical,yes,Database Developer
72,84,82,81,94,64,10,1,2,no,information security,testing,programming,higherstudies,SAaS services,yes,Management,no,Solutions Architect
83,68,87,65,89,76,6,3,3,yes,machine learning,data science,IOT,job,Finance,yes,Technical,no,E-Commerce Analyst
75,75,69,64,87,90,12,2,3,yes,information security,hacking,Software Engineering,higherstudies,BPA,no,Technical,yes,E-Commerce Analyst
87,79,67,81,62,70,6,5,8,yes,distro making,testing,programming,higherstudies,Product based,yes,Technical,no,Information Security Analyst
63,75,69,71,65,73,7,4,9,yes,information security,database security,Software Engineering,higherstudies,Web Services,yes,Management,yes,Database Developer
61,94,87,86,70,90,12,6,3,yes,shell programming,cloud computing,cloud computing,job,Service Based,yes,Management,yes,Network Security Engineer
61,75,62,66,94,83,9,1,6,yes,distro making,hacking,data engineering,job,Cloud Services,yes,Technical,no,Information Security Analyst
79,94,76,87,83,70,11,5,7,yes,hadoop,system designing,data engineering,higherstudies,Cloud Services,yes,Management,no,Software Engineer
88,82,65,64,63,88,4,6,2,yes,information security,testing,Software Engineering,higherstudies,Sales and Marketing,yes,Technical,no,Solutions Architect
70,90,80,70,90,64,10,0,6,yes,r programming,testing,parallel computing,job,Sales and Marketing,no,Management,yes,Solutions Architect
61,82,75,88,79,69,6,6,6,yes,information security,web technologies,IOT,job,SAaS services,yes,Technical,no,Database Developer
71,62,83,70,72,79,9,2,6,yes,distro making,testing,data engineering,higherstudies,Sales and Marketing,yes,Management,no,Systems Analyst
81,67,62,63,61,82,9,1,6,yes,shell programming,cloud computing,Management,job,Testing and Maintainance Services,no,Management,no,Software Engineer
78,85,78,64,81,75,11,0,8,yes,hadoop,hacking,Software Engineering,job,Finance,no,Management,yes,Systems Analyst
81,70,67,76,87,85,11,3,5,no,full stack,testing,hacking,higherstudies,SAaS services,no,Management,no,Database Developer
86,83,64,89,77,63,10,6,6,yes,app development,data science,hacking,job,Web Services,no,Management,yes,Software Engineer
89,83,89,61,66,79,9,4,8,no,hadoop,game development,hacking,job,Service Based,yes,Technical,yes,Solutions Architect
74,80,62,94,81,77,6,2,8,yes,hadoop,data science,Computer Architecture,job,product development,no,Technical,yes,Database Developer
67,89,65,82,61,87,10,1,8,no,shell programming,cloud computing,networks,higherstudies,Product based,no,Technical,no,Database Administrator
75,89,71,71,87,60,10,6,7,yes,distro making,game development,cloud computing,job,Testing and Maintainance Services,no,Technical,no,Systems Analyst
75,75,87,61,83,86,5,3,5,no,shell programming,game development,programming,higherstudies,Web Services,yes,Technical,no,Software Engineer
82,69,70,94,64,78,12,4,1,yes,shell programming,testing,Computer Architecture,job,Sales and Marketing,yes,Technical,no,Software Engineer
69,77,78,87,94,68,8,1,4,yes,app development,web technologies,Computer Architecture,job,Web Services,no,Technical,no,Solutions Architect
83,67,81,71,76,65,12,6,1,yes,shell programming,game development,Management,higherstudies,Testing and Maintainance Services,yes,Technical,yes,Database Developer
75,65,87,93,69,76,12,3,6,no,information security,web technologies,IOT,higherstudies,product development,no,Technical,no,Design & UX
62,60,88,78,86,72,7,1,1,yes,information security,data science,cloud computing,job,SAaS services,no,Management,no,Software Engineer
85,60,68,75,80,76,11,2,8,no,hadoop,testing,Software Engineering,higherstudies,product development,yes,Technical,no,Software Engineer
69,64,64,66,69,65,4,6,3,no,shell programming,system designing,networks,job,Sales and Marketing,no,Management,no,Design & UX
76,60,65,61,76,74,9,0,5,yes,r programming,hacking,programming,higherstudies,Finance,yes,Management,no,Information Security Analyst
86,60,74,87,85,67,7,0,5,no,shell programming,system designing,programming,higherstudies,Testing and Maintainance Services,yes,Technical,yes,Network Security Engineer
76,92,65,82,63,73,4,1,4,yes,machine learning,web technologies,hacking,job,BPA,no,Management,no,Software Engineer
63,65,88,77,88,77,11,4,8,no,python,hacking,networks,higherstudies,Cloud Services,yes,Technical,no,Systems Analyst
76,60,69,71,71,65,5,3,3,no,r programming,cloud computing,IOT,job,Product based,yes,Management,no,Database Developer
94,67,68,83,63,81,7,3,1,yes,distro making,testing,Computer Architecture,higherstudies,product development,no,Technical,yes,Solutions Architect
73,80,78,76,73,80,7,6,2,no,full stack,cloud computing,Software Engineering,job,Product based,no,Technical,yes,E-Commerce Analyst
68,61,69,84,91,65,10,3,3,no,information security,game development,cloud computing,job,Sales and Marketing,yes,Management,no,Solutions Architect
73,65,85,89,77,73,4,4,8,yes,python,web technologies,networks,job,Product based,yes,Technical,no,Design & UX
68,84,70,75,66,92,10,1,2,no,hadoop,hacking,Computer Architecture,job,Product based,yes,Technical,yes,Systems Analyst
60,89,79,80,87,74,4,3,2,no,full stack,cloud computing,cloud computing,higherstudies,product development,no,Management,no,Software Engineer
84,71,64,60,92,94,6,6,2,yes,r programming,game development,Computer Architecture,higherstudies,Service Based,yes,Management,no,Systems Analyst
87,79,63,63,60,94,4,6,4,yes,hadoop,data science,Management,higherstudies,Product based,no,Technical,yes,Solutions Architect
76,70,75,70,61,62,10,0,3,no,app development,web technologies,parallel computing,higherstudies,Product based,yes,Technical,no,Systems Analyst
87,75,64,85,70,90,11,3,1,no,machine learning,system designing,Management,job,BPA,no,Technical,no,E-Commerce Analyst
76,88,93,69,83,64,9,0,3,yes,machine learning,game development,hacking,job,BPA,yes,Management,yes,Design & UX
63,94,93,84,93,92,7,2,4,yes,distro making,web technologies,networks,higherstudies,BPA,yes,Management,no,Database Developer
67,74,62,70,69,73,9,4,3,yes,r programming,web technologies,networks,job,Finance,yes,Management,yes,Solutions Architect
67,68,73,92,71,88,11,0,6,yes,shell programming,web technologies,Computer Architecture,job,product development,yes,Management,yes,Information Security Analyst
74,85,74,86,61,93,10,5,2,no,app development,cloud computing,cloud computing,higherstudies,Service Based,yes,Technical,yes,E-Commerce Analyst
87,91,84,61,92,85,10,6,9,yes,python,cloud computing,Management,higherstudies,product development,no,Technical,yes,Software Engineer
83,85,86,71,70,64,4,6,1,no,hadoop,web technologies,Software Engineering,higherstudies,Finance,no,Management,no,Network Security Engineer
77,79,62,64,69,90,9,6,1,no,machine learning,cloud computing,Management,job,Service Based,no,Technical,no,Database Developer
75,69,93,81,91,91,9,5,2,yes,information security,database security,cloud computing,job,Cloud Services,yes,Management,no,E-Commerce Analyst
78,71,66,93,64,75,6,3,5,no,hadoop,game development,data engineering,job,Cloud Services,no,Management,no,Database Developer
62,94,94,71,67,60,8,5,7,yes,app development,web technologies,data engineering,higherstudies,Service Based,no,Technical,yes,Solutions Architect
62,70,73,70,84,60,4,5,7,no,r programming,cloud computing,Computer Architecture,higherstudies,Service Based,no,Management,yes,Solutions Architect
88,87,89,60,62,82,4,2,9,no,distro making,game development,cloud computing,higherstudies,Sales and Marketing,no,Management,yes,Network Security Engineer
68,73,79,90,92,83,6,2,2,yes,machine learning,system designing,Computer Architecture,job,Service Based,yes,Management,no,Database Developer
78,63,76,74,72,64,4,3,9,yes,machine learning,database security,parallel computing,higherstudies,Product based,no,Technical,no,Network Security Engineer
73,78,82,68,61,91,9,5,5,no,distro making,system designing,networks,job,Service Based,no,Technical,no,Solutions Architect
94,86,64,69,86,88,11,5,8,yes,shell programming,game development,Software Engineering,job,Product based,yes,Management,no,Design & UX
89,69,94,65,89,89,10,4,7,yes,hadoop,cloud computing,Management,job,Web Services,yes,Technical,yes,Network Security Engineer
78,85,74,89,82,84,6,3,9,yes,machine learning,database security,Computer Architecture,job,Testing and Maintainance Services,yes,Technical,yes,Information Security Analyst
70,93,79,70,76,79,8,1,1,no,information security,hacking,networks,higherstudies,BPA,yes,Technical,yes,Software Engineer
85,85,70,63,66,77,9,6,9,yes,r programming,testing,IOT,job,Service Based,yes,Management,yes,Information Security Analyst
68,81,78,83,91,69,4,4,1,no,distro making,database security,programming,higherstudies,Cloud Services,no,Management,no,Network Security Engineer
91,91,81,71,84,73,8,2,2,no,app development,web technologies,IOT,higherstudies,Web Services,yes,Technical,no,Design & UX
83,67,79,73,75,70,4,6,9,no,full stack,hacking,Management,job,Product based,yes,Technical,yes,Software Engineer
87,85,73,80,84,79,7,3,5,yes,app development,testing,cloud computing,higherstudies,Product based,yes,Management,yes,Information Security Analyst
78,83,66,65,65,90,5,2,6,yes,r programming,web technologies,Computer Architecture,higherstudies,Service Based,yes,Management,yes,Network Security Engineer
87,73,68,75,66,60,9,1,2,no,distro making,data science,Computer Architecture,higherstudies,BPA,no,Management,yes,Network Security Engineer
63,61,67,94,81,90,11,6,7,yes,information security,web technologies,Software Engineering,job,Testing and Maintainance Services,yes,Technical,no,Database Administrator
82,83,73,81,60,90,7,6,6,yes,app development,game development,Management,higherstudies,Web Services,yes,Management,yes,Database Administrator
82,93,63,76,92,79,10,1,4,yes,r programming,data science,parallel computing,higherstudies,Web Services,no,Management,yes,Systems Analyst
80,81,68,63,71,83,11,2,8,yes,python,data science,parallel computing,higherstudies,Sales and Marketing,yes,Management,no,Database Developer
89,89,61,88,71,69,11,0,5,yes,app development,game development,hacking,job,Finance,yes,Technical,no,Network Security Engineer
79,69,63,92,87,71,8,5,6,no,machine learning,web technologies,Computer Architecture,higherstudies,Testing and Maintainance Services,yes,Technical,yes,Information Security Analyst
91,72,71,92,83,90,12,2,5,yes,distro making,system designing,programming,higherstudies,Cloud Services,yes,Management,no,Information Security Analyst
62,76,74,65,81,78,5,4,6,no,machine learning,database security,hacking,higherstudies,Cloud Services,no,Management,no,Database Administrator
90,93,87,75,76,83,11,5,1,no,shell programming,data science,hacking,job,Finance,yes,Management,yes,Database Administrator
84,78,85,78,78,82,10,3,8,yes,information security,hacking,Computer Architecture,job,product development,no,Technical,yes,Systems Analyst
68,70,91,80,89,74,6,6,4,yes,distro making,game development,Software Engineering,job,product development,no,Technical,yes,Database Developer
79,68,88,82,76,63,6,4,8,no,information security,database security,networks,job,BPA,no,Management,yes,Solutions Architect
85,90,78,94,74,76,12,5,4,no,app development,cloud computing,Software Engineering,higherstudies,Web Services,no,Technical,no,E-Commerce Analyst
77,76,85,66,70,77,4,1,7,yes,r programming,hacking,data engineering,job,product development,no,Management,yes,Systems Analyst
89,65,88,76,86,69,8,3,5,yes,hadoop,system designing,networks,job,SAaS services,yes,Management,yes,Database Developer
73,77,91,75,84,90,8,3,1,yes,shell programming,hacking,cloud computing,higherstudies,Cloud Services,yes,Technical,no,Software Engineer
71,77,61,69,63,75,6,5,3,no,machine learning,system designing,data engineering,job,Testing and Maintainance Services,no,Technical,yes,Design & UX
65,88,85,90,75,63,10,0,3,yes,full stack,game development,Management,higherstudies,Web Services,no,Management,no,Systems Analyst
71,89,79,60,69,80,12,4,4,yes,distro making,system designing,parallel computing,job,Sales and Marketing,no,Technical,yes,Network Security Engineer
79,88,91,92,84,69,4,4,4,yes,distro making,data science,Software Engineering,higherstudies,Cloud Services,no,Technical,no,Database Developer
66,91,84,92,65,84,7,1,9,yes,hadoop,testing,Management,higherstudies,Product based,yes,Management,no,Systems Analyst
80,68,76,78,72,80,4,1,6,no,machine learning,web technologies,hacking,job,Product based,yes,Technical,yes,Network Security Engineer
76,86,79,85,89,89,11,5,3,yes,shell programming,hacking,Computer Architecture,job,Cloud Services,yes,Technical,no,Systems Analyst
84,75,70,93,91,64,7,3,3,no,machine learning,data science,cloud computing,job,BPA,yes,Management,no,Systems Analyst
81,94,93,80,83,84,8,6,8,yes,app development,game development,Management,job,Web Services,no,Technical,no,Software Engineer
69,93,86,87,93,85,8,6,6,yes,information security,cloud computing,data engineering,higherstudies,Product based,no,Technical,yes,Systems Analyst
73,86,84,67,77,89,5,4,3,yes,full stack,system designing,hacking,job,Service Based,yes,Management,no,Systems Analyst
65,77,72,75,66,67,8,2,4,yes,shell programming,hacking,data engineering,higherstudies,Finance,no,Technical,yes,E-Commerce Analyst
73,80,94,82,93,94,8,1,3,no,full stack,data science,data engineering,higherstudies,BPA,no,Technical,yes,Software Engineer
64,75,62,68,68,62,8,5,2,yes,r programming,testing,Computer Architecture,higherstudies,Web Services,no,Technical,yes,Software Engineer
82,92,78,86,87,81,12,0,1,yes,machine learning,game development,cloud computing,job,Finance,yes,Management,no,Software Engineer
94,90,94,66,74,88,4,5,2,no,shell programming,web technologies,Computer Architecture,higherstudies,product development,yes,Management,no,Network Security Engineer
76,63,82,75,64,60,11,6,1,yes,distro making,web technologies,data engineering,job,Product based,no,Management,no,Solutions Architect
79,64,70,83,70,62,5,6,9,yes,information security,system designing,parallel computing,higherstudies,Product based,yes,Management,yes,Network Security Engineer
70,63,67,68,81,75,9,2,6,yes,distro making,game development,IOT,higherstudies,Web Services,yes,Management,yes,Network Security Engineer
78,81,93,68,93,80,5,5,1,yes,full stack,game development,Software Engineering,higherstudies,BPA,yes,Technical,yes,Design & UX
62,82,76,73,88,75,11,0,5,yes,distro making,cloud computing,programming,higherstudies,Product based,no,Technical,no,Network Security Engineer
88,87,74,90,70,72,7,0,6,yes,distro making,hacking,hacking,job,Sales and Marketing,no,Technical,yes,Information Security Analyst
65,78,91,93,72,63,12,1,7,yes,shell programming,database security,parallel computing,job,SAaS services,yes,Management,no,Database Developer
76,65,82,73,60,83,5,0,2,yes,distro making,testing,cloud computing,higherstudies,Cloud Services,yes,Management,no,Solutions Architect
94,92,82,88,67,89,11,6,9,yes,machine learning,database security,data engineering,higherstudies,Product based,no,Technical,yes,Database Developer
67,85,85,61,93,74,12,6,4,yes,r programming,system designing,Computer Architecture,higherstudies,Product based,yes,Management,no,Software Engineer
92,77,65,68,71,85,11,3,6,yes,machine learning,cloud computing,IOT,job,Testing and Maintainance Services,yes,Management,no,Solutions Architect
89,76,85,93,72,61,11,5,8,no,distro making,cloud computing,data engineering,job,Finance,no,Management,yes,Database Developer
80,62,63,91,61,69,7,4,6,yes,python,game development,data engineering,job,Web Services,yes,Technical,yes,Systems Analyst
62,74,80,69,63,69,6,4,5,yes,r programming,web technologies,cloud computing,job,Web Services,no,Technical,yes,Systems Analyst
79,80,80,87,62,79,8,3,9,yes,full stack,system designing,IOT,higherstudies,Sales and Marketing,no,Technical,no,Software Engineer
89,71,81,74,92,76,6,3,8,yes,distro making,database security,Software Engineering,job,Sales and Marketing,no,Management,yes,Software Engineer
83,94,68,79,93,85,9,4,8,yes,full stack,data science,IOT,higherstudies,Service Based,yes,Technical,yes,Database Developer
94,91,90,60,65,74,6,3,8,yes,app development,system designing,cloud computing,job,Cloud Services,no,Technical,yes,Network Security Engineer
93,70,86,92,91,60,12,0,1,yes,shell programming,system designing,Software Engineering,higherstudies,product development,yes,Management,no,Database Developer
72,91,67,82,65,75,10,1,5,no,full stack,testing,Computer Architecture,job,Sales and Marketing,no,Management,yes,Database Administrator
74,62,67,86,92,91,6,3,5,yes,hadoop,cloud computing,programming,job,Service Based,no,Management,yes,Software Engineer
66,62,67,69,92,82,6,2,8,yes,r programming,data science,hacking,higherstudies,product development,no,Management,yes,Database Developer
61,63,94,82,68,69,9,2,6,yes,r programming,web technologies,networks,job,SAaS services,no,Technical,yes,Software Engineer
75,79,82,83,73,68,10,0,4,yes,shell programming,hacking,parallel computing,job,BPA,no,Technical,no,Systems Analyst
75,78,60,80,80,85,6,0,1,no,full stack,data science,data engineering,job,Web Services,yes,Management,yes,Software Engineer
82,88,88,64,71,64,6,4,7,yes,distro making,database security,hacking,higherstudies,Product based,yes,Management,no,Solutions Architect
61,82,94,77,77,85,6,4,1,no,python,web technologies,IOT,job,Service Based,no,Technical,yes,Software Engineer
70,82,90,64,73,60,9,6,6,yes,python,testing,parallel computing,job,Finance,no,Management,no,Software Engineer
93,72,77,78,61,87,10,3,5,no,hadoop,data science,data engineering,job,Cloud Services,no,Management,no,Database Administrator
75,72,79,88,82,62,5,5,5,no,r programming,cloud computing,Management,higherstudies,Product based,no,Technical,yes,Software Engineer
73,73,83,76,84,61,9,0,4,yes,information security,web technologies,parallel computing,higherstudies,product development,yes,Management,no,Database Administrator
62,60,85,76,72,66,5,3,2,yes,shell programming,system designing,Computer Architecture,job,product development,yes,Management,no,Database Developer
91,73,83,80,60,91,11,5,1,yes,hadoop,database security,hacking,job,Web Services,no,Management,yes,Database Administrator
72,80,83,65,73,86,7,1,7,no,distro making,testing,Computer Architecture,job,BPA,yes,Technical,no,Database Developer
73,77,84,69,79,67,6,4,7,yes,information security,web technologies,networks,higherstudies,Testing and Maintainance Services,yes,Technical,no,Software Engineer
62,92,64,65,92,65,4,4,3,yes,r programming,testing,Software Engineering,higherstudies,Sales and Marketing,yes,Management,yes,Information Security Analyst
91,93,74,80,79,73,6,0,8,yes,information security,hacking,Management,higherstudies,Service Based,no,Technical,no,Systems Analyst
82,61,77,74,75,61,5,5,4,no,information security,system designing,cloud computing,higherstudies,Testing and Maintainance Services,no,Management,no,Solutions Architect
71,63,78,90,83,93,12,2,6,yes,shell programming,system designing,cloud computing,higherstudies,Finance,no,Management,no,Database Developer
80,84,92,90,70,88,5,6,6,yes,full stack,web technologies,hacking,higherstudies,Service Based,yes,Technical,no,Database Developer
94,60,71,74,66,68,8,5,1,yes,r programming,data science,programming,higherstudies,Testing and Maintainance Services,no,Management,no,Database Administrator
79,85,91,63,68,80,7,0,1,yes,app development,testing,IOT,job,Finance,no,Technical,no,Systems Analyst
90,84,61,80,62,77,9,6,2,yes,full stack,hacking,parallel computing,job,BPA,yes,Management,no,Design & UX
74,64,88,94,64,88,12,2,5,yes,python,hacking,data engineering,job,Finance,yes,Management,yes,Database Administrator
64,65,94,77,70,94,11,3,4,no,distro making,database security,IOT,higherstudies,Finance,no,Technical,yes,Solutions Architect
86,70,86,64,75,84,6,5,1,no,hadoop,system designing,IOT,job,Service Based,yes,Technical,no,Software Engineer
92,87,65,68,70,69,4,4,4,no,information security,web technologies,networks,higherstudies,product development,no,Management,yes,Information Security Analyst
70,61,87,74,74,81,4,3,9,yes,hadoop,hacking,Software Engineering,job,BPA,no,Technical,no,E-Commerce Analyst
92,60,91,93,86,93,8,1,1,no,full stack,web technologies,networks,job,Testing and Maintainance Services,no,Management,yes,Solutions Architect
